"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1017","Login succes and data correct","firefox","Wed Apr 29 09:37:36 UTC 2026","passed","Wed Apr 29 09:37:37 UTC 2026","","login.spec.ts","",""
"","693","get started link","mobile-android","Wed Apr 29 09:38:22 UTC 2026","passed","Wed Apr 29 09:38:22 UTC 2026","","example.spec.ts","",""
"","654","has title","mobile-android","Wed Apr 29 09:38:21 UTC 2026","passed","Wed Apr 29 09:38:21 UTC 2026","","example.spec.ts","",""
"","1312","remove 1 item from add 1 success","mobile-safari","Wed Apr 29 09:38:02 UTC 2026","passed","Wed Apr 29 09:38:03 UTC 2026","","cart.spec.ts","",""
"","2207","remove 4 item from 4 cart success","mobile-safari","Wed Apr 29 09:38:03 UTC 2026","passed","Wed Apr 29 09:38:06 UTC 2026","","cart.spec.ts","",""
"","745","add item once success","chromium","Wed Apr 29 09:37:21 UTC 2026","passed","Wed Apr 29 09:37:22 UTC 2026","","inventory.spec.ts","",""
"","2128","remove 4 item from 4 cart success","webkit","Wed Apr 29 09:37:46 UTC 2026","passed","Wed Apr 29 09:37:48 UTC 2026","","cart.spec.ts","",""
"","1659","check out success","webkit","Wed Apr 29 09:37:48 UTC 2026","passed","Wed Apr 29 09:37:50 UTC 2026","","checkout.spec.ts","",""
"","1653","get started link","mobile-safari","Wed Apr 29 09:38:08 UTC 2026","passed","Wed Apr 29 09:38:10 UTC 2026","","example.spec.ts","",""
"","1229","get started link","firefox","Wed Apr 29 09:37:32 UTC 2026","passed","Wed Apr 29 09:37:34 UTC 2026","","example.spec.ts","",""
"","2637","get started link","webkit","Wed Apr 29 09:37:51 UTC 2026","passed","Wed Apr 29 09:37:54 UTC 2026","","example.spec.ts","",""
"","316","Should return 404","mobile-safari","Wed Apr 29 09:38:02 UTC 2026","passed","Wed Apr 29 09:38:02 UTC 2026","API Testing","api-tests.spec.ts","",""
"","1062","Login fail and data incorrect","mobile-safari","Wed Apr 29 09:38:14 UTC 2026","passed","Wed Apr 29 09:38:15 UTC 2026","","login.spec.ts","",""
"","1152","remove 4 item from 4 cart success","chromium","Wed Apr 29 09:37:18 UTC 2026","passed","Wed Apr 29 09:37:19 UTC 2026","","cart.spec.ts","",""
"","1618","add multiple items success","webkit","Wed Apr 29 09:37:55 UTC 2026","passed","Wed Apr 29 09:37:57 UTC 2026","","inventory.spec.ts","",""
"","3842","remove 1 item from add 1 success","webkit","Wed Apr 29 09:37:42 UTC 2026","passed","Wed Apr 29 09:37:46 UTC 2026","","cart.spec.ts","",""
"","360","should fetch product list successfully","mobile-safari","Wed Apr 29 09:38:01 UTC 2026","passed","Wed Apr 29 09:38:02 UTC 2026","API Testing","api-tests.spec.ts","",""
"","942","check out success","mobile-android","Wed Apr 29 09:38:20 UTC 2026","passed","Wed Apr 29 09:38:21 UTC 2026","","checkout.spec.ts","",""
"","1048","Login fail and data loked","mobile-safari","Wed Apr 29 09:38:15 UTC 2026","passed","Wed Apr 29 09:38:17 UTC 2026","","login.spec.ts","",""
"","831","add multiple items success","chromium","Wed Apr 29 09:37:22 UTC 2026","passed","Wed Apr 29 09:37:23 UTC 2026","","inventory.spec.ts","",""
"","1601","check out success","mobile-safari","Wed Apr 29 09:38:06 UTC 2026","passed","Wed Apr 29 09:38:07 UTC 2026","","checkout.spec.ts","",""
"","1141","has title","mobile-safari","Wed Apr 29 09:38:07 UTC 2026","passed","Wed Apr 29 09:38:08 UTC 2026","","example.spec.ts","",""
"","746","remove 1 item from add 1 success","chromium","Wed Apr 29 09:37:17 UTC 2026","passed","Wed Apr 29 09:37:18 UTC 2026","","cart.spec.ts","",""
"","1192","Login fail and data loked","webkit","Wed Apr 29 09:37:59 UTC 2026","passed","Wed Apr 29 09:38:01 UTC 2026","","login.spec.ts","",""
"","665","Login fail and data loked","chromium","Wed Apr 29 09:37:24 UTC 2026","passed","Wed Apr 29 09:37:25 UTC 2026","","login.spec.ts","",""
"","1415","add item once success","mobile-safari","Wed Apr 29 09:38:10 UTC 2026","passed","Wed Apr 29 09:38:12 UTC 2026","","inventory.spec.ts","",""
"","423","Should return 404","chromium","Wed Apr 29 09:37:16 UTC 2026","passed","Wed Apr 29 09:37:17 UTC 2026","API Testing","api-tests.spec.ts","",""
"","832","add multiple items success","mobile-android","Wed Apr 29 09:38:23 UTC 2026","passed","Wed Apr 29 09:38:24 UTC 2026","","inventory.spec.ts","",""
"","318","Should return 404","webkit","Wed Apr 29 09:37:41 UTC 2026","passed","Wed Apr 29 09:37:42 UTC 2026","API Testing","api-tests.spec.ts","",""
"","315","Should return 404","mobile-android","Wed Apr 29 09:38:18 UTC 2026","passed","Wed Apr 29 09:38:18 UTC 2026","API Testing","api-tests.spec.ts","",""
"","760","remove 1 item from add 1 success","mobile-android","Wed Apr 29 09:38:18 UTC 2026","passed","Wed Apr 29 09:38:19 UTC 2026","","cart.spec.ts","",""
"","354","should fetch product list successfully","firefox","Wed Apr 29 09:37:25 UTC 2026","passed","Wed Apr 29 09:37:26 UTC 2026","API Testing","api-tests.spec.ts","",""
"","931","Login fail and data incorrect","firefox","Wed Apr 29 09:37:37 UTC 2026","passed","Wed Apr 29 09:37:38 UTC 2026","","login.spec.ts","",""
"","947","check out success","chromium","Wed Apr 29 09:37:19 UTC 2026","passed","Wed Apr 29 09:37:20 UTC 2026","","checkout.spec.ts","",""
"","575","has title","chromium","Wed Apr 29 09:37:20 UTC 2026","passed","Wed Apr 29 09:37:20 UTC 2026","","example.spec.ts","",""
"","1265","add multiple items success","firefox","Wed Apr 29 09:37:35 UTC 2026","passed","Wed Apr 29 09:37:36 UTC 2026","","inventory.spec.ts","",""
"","625","Login fail and data loked","mobile-android","Wed Apr 29 09:38:25 UTC 2026","passed","Wed Apr 29 09:38:26 UTC 2026","","login.spec.ts","",""
