"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","707","remove 1 item from add 1 success","chromium","Wed Apr 29 06:06:04 UTC 2026","passed","Wed Apr 29 06:06:05 UTC 2026","","cart.spec.ts","",""
"","602","add item once success","chromium","Wed Apr 29 06:06:08 UTC 2026","passed","Wed Apr 29 06:06:09 UTC 2026","","inventory.spec.ts","",""
"","1087","Login fail and data incorrect","webkit","Wed Apr 29 06:06:42 UTC 2026","passed","Wed Apr 29 06:06:44 UTC 2026","","login.spec.ts","",""
"","860","Login fail and data incorrect","firefox","Wed Apr 29 06:06:23 UTC 2026","passed","Wed Apr 29 06:06:24 UTC 2026","","login.spec.ts","",""
"","841","has title","firefox","Wed Apr 29 06:06:17 UTC 2026","passed","Wed Apr 29 06:06:18 UTC 2026","","example.spec.ts","",""
"","361","should fetch product list successfully","webkit","Wed Apr 29 06:06:26 UTC 2026","passed","Wed Apr 29 06:06:26 UTC 2026","API Testing","api-tests.spec.ts","",""
"","597","Login fail and data incorrect","chromium","Wed Apr 29 06:06:10 UTC 2026","passed","Wed Apr 29 06:06:10 UTC 2026","","login.spec.ts","",""
"","831","authenticate","setup","Wed Apr 29 06:06:01 UTC 2026","passed","Wed Apr 29 06:06:01 UTC 2026","","auth.setup.ts","",""
"","1246","get started link","firefox","Wed Apr 29 06:06:18 UTC 2026","passed","Wed Apr 29 06:06:20 UTC 2026","","example.spec.ts","",""
"","585","Login fail and data loked","chromium","Wed Apr 29 06:06:10 UTC 2026","passed","Wed Apr 29 06:06:11 UTC 2026","","login.spec.ts","",""
"","1471","remove 4 item from 4 cart success","firefox","Wed Apr 29 06:06:15 UTC 2026","passed","Wed Apr 29 06:06:16 UTC 2026","","cart.spec.ts","",""
"","1593","check out success","webkit","Wed Apr 29 06:06:33 UTC 2026","passed","Wed Apr 29 06:06:35 UTC 2026","","checkout.spec.ts","",""
"","320","Should return 404","firefox","Wed Apr 29 06:06:12 UTC 2026","passed","Wed Apr 29 06:06:12 UTC 2026","API Testing","api-tests.spec.ts","",""
"","1032","add item once success","firefox","Wed Apr 29 06:06:20 UTC 2026","passed","Wed Apr 29 06:06:21 UTC 2026","","inventory.spec.ts","",""
"","1155","add multiple items success","firefox","Wed Apr 29 06:06:21 UTC 2026","passed","Wed Apr 29 06:06:22 UTC 2026","","inventory.spec.ts","",""
"","1202","check out success","firefox","Wed Apr 29 06:06:16 UTC 2026","passed","Wed Apr 29 06:06:17 UTC 2026","","checkout.spec.ts","",""
"","4535","remove 1 item from add 1 success","webkit","Wed Apr 29 06:06:26 UTC 2026","passed","Wed Apr 29 06:06:31 UTC 2026","","cart.spec.ts","",""
"","1889","remove 4 item from 4 cart success","webkit","Wed Apr 29 06:06:31 UTC 2026","passed","Wed Apr 29 06:06:33 UTC 2026","","cart.spec.ts","",""
"","865","Login fail and data loked","firefox","Wed Apr 29 06:06:24 UTC 2026","passed","Wed Apr 29 06:06:24 UTC 2026","","login.spec.ts","",""
"","1834","remove 1 item from add 1 success","firefox","Wed Apr 29 06:06:12 UTC 2026","passed","Wed Apr 29 06:06:14 UTC 2026","","cart.spec.ts","",""
