"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1096","has title","webkit","Tue May 05 01:26:41 UTC 2026","passed","Tue May 05 01:26:42 UTC 2026","","example.spec.ts","",""
"","1905","remove 4 item from 4 cart success","webkit","Tue May 05 01:26:38 UTC 2026","passed","Tue May 05 01:26:40 UTC 2026","","cart.spec.ts","",""
"","357","should fetch product list successfully","webkit","Tue May 05 01:26:33 UTC 2026","passed","Tue May 05 01:26:33 UTC 2026","API Testing","api-tests.spec.ts","",""
"","772","Login fail and data loked","firefox","Tue May 05 01:26:31 UTC 2026","passed","Tue May 05 01:26:32 UTC 2026","","login.spec.ts","",""
"","578","add item once success","mobile-android","Tue May 05 01:27:13 UTC 2026","passed","Tue May 05 01:27:14 UTC 2026","","inventory.spec.ts","",""
"","1790","remove 1 item from add 1 success","firefox","Tue May 05 01:26:20 UTC 2026","passed","Tue May 05 01:26:21 UTC 2026","","cart.spec.ts","",""
"","1077","has title","mobile-safari","Tue May 05 01:26:59 UTC 2026","passed","Tue May 05 01:27:00 UTC 2026","","example.spec.ts","",""
"","1132","get started link","firefox","Tue May 05 01:26:26 UTC 2026","passed","Tue May 05 01:26:27 UTC 2026","","example.spec.ts","",""
"","1053","authenticate","setup","Tue May 05 01:26:09 UTC 2026","passed","Tue May 05 01:26:10 UTC 2026","","auth.setup.ts","",""
"","1350","add item once success","firefox","Tue May 05 01:26:27 UTC 2026","passed","Tue May 05 01:26:28 UTC 2026","","inventory.spec.ts","",""
"","712","has title","firefox","Tue May 05 01:26:25 UTC 2026","passed","Tue May 05 01:26:25 UTC 2026","","example.spec.ts","",""
"","619","has title","mobile-android","Tue May 05 01:27:12 UTC 2026","passed","Tue May 05 01:27:12 UTC 2026","","example.spec.ts","",""
"","1653","get started link","webkit","Tue May 05 01:26:42 UTC 2026","passed","Tue May 05 01:26:44 UTC 2026","","example.spec.ts","",""
"","1131","add item once success","mobile-safari","Tue May 05 01:27:02 UTC 2026","passed","Tue May 05 01:27:03 UTC 2026","","inventory.spec.ts","",""
"","803","check out success","chromium","Tue May 05 01:26:14 UTC 2026","passed","Tue May 05 01:26:15 UTC 2026","","checkout.spec.ts","",""
"","688","remove 1 item from add 1 success","mobile-android","Tue May 05 01:27:09 UTC 2026","passed","Tue May 05 01:27:10 UTC 2026","","cart.spec.ts","",""
"","1049","remove 4 item from 4 cart success","mobile-android","Tue May 05 01:27:10 UTC 2026","passed","Tue May 05 01:27:11 UTC 2026","","cart.spec.ts","",""
"","1123","Login fail and data incorrect","webkit","Tue May 05 01:26:48 UTC 2026","passed","Tue May 05 01:26:49 UTC 2026","","login.spec.ts","",""
"","830","Login fail and data incorrect","firefox","Tue May 05 01:26:30 UTC 2026","passed","Tue May 05 01:26:31 UTC 2026","","login.spec.ts","",""
"","979","remove 4 item from 4 cart success","chromium","Tue May 05 01:26:13 UTC 2026","passed","Tue May 05 01:26:14 UTC 2026","","cart.spec.ts","",""
"","484","add item once success","chromium","Tue May 05 01:26:16 UTC 2026","passed","Tue May 05 01:26:16 UTC 2026","","inventory.spec.ts","",""
"","333","Should return 404","mobile-android","Tue May 05 01:27:09 UTC 2026","passed","Tue May 05 01:27:09 UTC 2026","API Testing","api-tests.spec.ts","",""
"","451","Login fail and data loked","chromium","Tue May 05 01:26:18 UTC 2026","passed","Tue May 05 01:26:18 UTC 2026","","login.spec.ts","",""
"","387","should fetch product list successfully","chromium","Tue May 05 01:26:11 UTC 2026","passed","Tue May 05 01:26:11 UTC 2026","API Testing","api-tests.spec.ts","",""
"","513","Login succes and data correct","chromium","Tue May 05 01:26:17 UTC 2026","passed","Tue May 05 01:26:17 UTC 2026","","login.spec.ts","",""
"","1968","Login succes and data correct","mobile-android","Tue May 05 01:27:14 UTC 2026","passed","Tue May 05 01:27:16 UTC 2026","","login.spec.ts","",""
"","2530","check out success","mobile-safari","Tue May 05 01:26:57 UTC 2026","passed","Tue May 05 01:26:59 UTC 2026","","checkout.spec.ts","",""
"","1495","add multiple items success","mobile-safari","Tue May 05 01:27:03 UTC 2026","passed","Tue May 05 01:27:05 UTC 2026","","inventory.spec.ts","",""
"","926","Login fail and data incorrect","mobile-safari","Tue May 05 01:27:06 UTC 2026","passed","Tue May 05 01:27:07 UTC 2026","","login.spec.ts","",""
"","1563","check out success","webkit","Tue May 05 01:26:40 UTC 2026","passed","Tue May 05 01:26:41 UTC 2026","","checkout.spec.ts","",""
"","1469","add multiple items success","webkit","Tue May 05 01:26:45 UTC 2026","passed","Tue May 05 01:26:47 UTC 2026","","inventory.spec.ts","",""
"","1552","remove 4 item from 4 cart success","firefox","Tue May 05 01:26:22 UTC 2026","passed","Tue May 05 01:26:24 UTC 2026","","cart.spec.ts","",""
"","1261","add item once success","webkit","Tue May 05 01:26:44 UTC 2026","passed","Tue May 05 01:26:45 UTC 2026","","inventory.spec.ts","",""
"","355","Should return 404","mobile-safari","Tue May 05 01:26:52 UTC 2026","passed","Tue May 05 01:26:52 UTC 2026","API Testing","api-tests.spec.ts","",""
"","3378","remove 4 item from 4 cart success","mobile-safari","Tue May 05 01:26:53 UTC 2026","passed","Tue May 05 01:26:57 UTC 2026","","cart.spec.ts","",""
"","359","should fetch product list successfully","mobile-android","Tue May 05 01:27:08 UTC 2026","passed","Tue May 05 01:27:09 UTC 2026","API Testing","api-tests.spec.ts","",""
"","899","Login succes and data correct","firefox","Tue May 05 01:26:29 UTC 2026","passed","Tue May 05 01:26:30 UTC 2026","","login.spec.ts","",""
"","1104","Login succes and data correct","mobile-safari","Tue May 05 01:27:05 UTC 2026","passed","Tue May 05 01:27:06 UTC 2026","","login.spec.ts","",""
"","387","Should return 404","chromium","Tue May 05 01:26:11 UTC 2026","passed","Tue May 05 01:26:12 UTC 2026","API Testing","api-tests.spec.ts","",""
"","585","get started link","chromium","Tue May 05 01:26:15 UTC 2026","passed","Tue May 05 01:26:16 UTC 2026","","example.spec.ts","",""
"","3734","remove 1 item from add 1 success","webkit","Tue May 05 01:26:34 UTC 2026","passed","Tue May 05 01:26:37 UTC 2026","","cart.spec.ts","",""
"","356","should fetch product list successfully","mobile-safari","Tue May 05 01:26:51 UTC 2026","passed","Tue May 05 01:26:52 UTC 2026","API Testing","api-tests.spec.ts","",""
"","324","Should return 404","webkit","Tue May 05 01:26:33 UTC 2026","passed","Tue May 05 01:26:34 UTC 2026","API Testing","api-tests.spec.ts","",""
"","1579","get started link","mobile-safari","Tue May 05 01:27:00 UTC 2026","passed","Tue May 05 01:27:02 UTC 2026","","example.spec.ts","",""
"","526","Login fail and data incorrect","chromium","Tue May 05 01:26:17 UTC 2026","passed","Tue May 05 01:26:18 UTC 2026","","login.spec.ts","",""
"","907","check out success","mobile-android","Tue May 05 01:27:11 UTC 2026","passed","Tue May 05 01:27:12 UTC 2026","","checkout.spec.ts","",""
"","629","add multiple items success","chromium","Tue May 05 01:26:16 UTC 2026","passed","Tue May 05 01:26:17 UTC 2026","","inventory.spec.ts","",""
