"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","489","add item once success","chromium","Tue Apr 28 07:39:38 UTC 2026","passed","Tue Apr 28 07:39:39 UTC 2026","","inventory.spec.ts","",""
"","1091","Login succes and data correct","webkit","Tue Apr 28 07:40:10 UTC 2026","passed","Tue Apr 28 07:40:11 UTC 2026","","login.spec.ts","",""
"","1151","check out success","firefox","Tue Apr 28 07:39:46 UTC 2026","passed","Tue Apr 28 07:39:47 UTC 2026","","checkout.spec.ts","",""
"","3402","remove 1 item from add 1 success","webkit","Tue Apr 28 07:39:56 UTC 2026","passed","Tue Apr 28 07:39:59 UTC 2026","","cart.spec.ts","",""
"","1343","check out success","webkit","Tue Apr 28 07:40:02 UTC 2026","passed","Tue Apr 28 07:40:03 UTC 2026","","checkout.spec.ts","",""
"","1159","get started link","firefox","Tue Apr 28 07:39:48 UTC 2026","passed","Tue Apr 28 07:39:49 UTC 2026","","example.spec.ts","",""
"","429","should fetch product list successfully","chromium","Tue Apr 28 07:39:34 UTC 2026","passed","Tue Apr 28 07:39:34 UTC 2026","API Testing","api-tests.spec.ts","",""
"","1331","remove 4 item from 4 cart success","firefox","Tue Apr 28 07:39:44 UTC 2026","passed","Tue Apr 28 07:39:46 UTC 2026","","cart.spec.ts","",""
"","800","Login fail and data incorrect","firefox","Tue Apr 28 07:39:52 UTC 2026","passed","Tue Apr 28 07:39:53 UTC 2026","","login.spec.ts","",""
"","740","Login fail and data loked","firefox","Tue Apr 28 07:39:53 UTC 2026","passed","Tue Apr 28 07:39:54 UTC 2026","","login.spec.ts","",""
"","796","authenticate","setup","Tue Apr 28 07:39:32 UTC 2026","passed","Tue Apr 28 07:39:33 UTC 2026","","auth.setup.ts","",""
"","1010","add multiple items success","firefox","Tue Apr 28 07:39:50 UTC 2026","passed","Tue Apr 28 07:39:51 UTC 2026","","inventory.spec.ts","",""
"","570","get started link","chromium","Tue Apr 28 07:39:38 UTC 2026","passed","Tue Apr 28 07:39:38 UTC 2026","","example.spec.ts","",""
"","686","check out success","chromium","Tue Apr 28 07:39:36 UTC 2026","passed","Tue Apr 28 07:39:37 UTC 2026","","checkout.spec.ts","",""
"","589","add multiple items success","chromium","Tue Apr 28 07:39:39 UTC 2026","passed","Tue Apr 28 07:39:39 UTC 2026","","inventory.spec.ts","",""
"","2415","get started link","webkit","Tue Apr 28 07:40:05 UTC 2026","passed","Tue Apr 28 07:40:07 UTC 2026","","example.spec.ts","",""
"","343","Should return 404","webkit","Tue Apr 28 07:39:55 UTC 2026","passed","Tue Apr 28 07:39:56 UTC 2026","API Testing","api-tests.spec.ts","",""
"","948","Login fail and data incorrect","webkit","Tue Apr 28 07:40:11 UTC 2026","passed","Tue Apr 28 07:40:12 UTC 2026","","login.spec.ts","",""
"","450","Login fail and data incorrect","chromium","Tue Apr 28 07:39:40 UTC 2026","passed","Tue Apr 28 07:39:40 UTC 2026","","login.spec.ts","",""
"","1776","remove 1 item from add 1 success","firefox","Tue Apr 28 07:39:42 UTC 2026","passed","Tue Apr 28 07:39:44 UTC 2026","","cart.spec.ts","",""
"","971","Login fail and data loked","webkit","Tue Apr 28 07:40:12 UTC 2026","passed","Tue Apr 28 07:40:13 UTC 2026","","login.spec.ts","",""
"","436","has title","chromium","Tue Apr 28 07:39:37 UTC 2026","passed","Tue Apr 28 07:39:38 UTC 2026","","example.spec.ts","",""
"","738","has title","firefox","Tue Apr 28 07:39:47 UTC 2026","passed","Tue Apr 28 07:39:48 UTC 2026","","example.spec.ts","",""
"","975","add item once success","firefox","Tue Apr 28 07:39:49 UTC 2026","passed","Tue Apr 28 07:39:50 UTC 2026","","inventory.spec.ts","",""
"","641","remove 1 item from add 1 success","chromium","Tue Apr 28 07:39:35 UTC 2026","passed","Tue Apr 28 07:39:36 UTC 2026","","cart.spec.ts","",""
