"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1213","remove 1 item from add 1 success","mobile-safari","Wed Apr 29 10:52:14 UTC 2026","passed","Wed Apr 29 10:52:15 UTC 2026","","cart.spec.ts","",""
"","377","should fetch product list successfully","firefox","Wed Apr 29 10:51:42 UTC 2026","passed","Wed Apr 29 10:51:42 UTC 2026","API Testing","api-tests.spec.ts","",""
"","334","Should return 404","firefox","Wed Apr 29 10:51:42 UTC 2026","passed","Wed Apr 29 10:51:42 UTC 2026","API Testing","api-tests.spec.ts","",""
"","687","has title","firefox","Wed Apr 29 10:51:48 UTC 2026","passed","Wed Apr 29 10:51:48 UTC 2026","","example.spec.ts","",""
"","583","Login succes and data correct","mobile-android","Wed Apr 29 10:52:33 UTC 2026","passed","Wed Apr 29 10:52:34 UTC 2026","","login.spec.ts","",""
"","354","Should return 404","chromium","Wed Apr 29 10:51:35 UTC 2026","passed","Wed Apr 29 10:51:35 UTC 2026","API Testing","api-tests.spec.ts","",""
"","838","Login fail and data incorrect","firefox","Wed Apr 29 10:51:53 UTC 2026","passed","Wed Apr 29 10:51:54 UTC 2026","","login.spec.ts","",""
"","2562","get started link","webkit","Wed Apr 29 10:52:04 UTC 2026","passed","Wed Apr 29 10:52:06 UTC 2026","","example.spec.ts","",""
"","2166","remove 1 item from add 1 success","webkit","Wed Apr 29 10:51:56 UTC 2026","passed","Wed Apr 29 10:51:59 UTC 2026","","cart.spec.ts","",""
"","1926","remove 4 item from 4 cart success","webkit","Wed Apr 29 10:51:59 UTC 2026","passed","Wed Apr 29 10:52:01 UTC 2026","","cart.spec.ts","",""
"","666","add multiple items success","chromium","Wed Apr 29 10:51:39 UTC 2026","passed","Wed Apr 29 10:51:40 UTC 2026","","inventory.spec.ts","",""
"","1230","check out success","firefox","Wed Apr 29 10:51:47 UTC 2026","passed","Wed Apr 29 10:51:48 UTC 2026","","checkout.spec.ts","",""
"","594","get started link","mobile-android","Wed Apr 29 10:52:31 UTC 2026","passed","Wed Apr 29 10:52:32 UTC 2026","","example.spec.ts","",""
"","400","has title","chromium","Wed Apr 29 10:51:37 UTC 2026","passed","Wed Apr 29 10:51:38 UTC 2026","","example.spec.ts","",""
"","480","Login fail and data incorrect","chromium","Wed Apr 29 10:51:40 UTC 2026","passed","Wed Apr 29 10:51:41 UTC 2026","","login.spec.ts","",""
"","2030","remove 4 item from 4 cart success","mobile-safari","Wed Apr 29 10:52:15 UTC 2026","passed","Wed Apr 29 10:52:17 UTC 2026","","cart.spec.ts","",""
"","333","Should return 404","mobile-android","Wed Apr 29 10:52:28 UTC 2026","passed","Wed Apr 29 10:52:28 UTC 2026","API Testing","api-tests.spec.ts","",""
"","1194","Login succes and data correct","webkit","Wed Apr 29 10:52:09 UTC 2026","passed","Wed Apr 29 10:52:10 UTC 2026","","login.spec.ts","",""
"","809","check out success","mobile-android","Wed Apr 29 10:52:30 UTC 2026","passed","Wed Apr 29 10:52:31 UTC 2026","","checkout.spec.ts","",""
"","331","Should return 404","webkit","Wed Apr 29 10:51:56 UTC 2026","passed","Wed Apr 29 10:51:56 UTC 2026","API Testing","api-tests.spec.ts","",""
"","1016","Login fail and data loked","webkit","Wed Apr 29 10:52:11 UTC 2026","passed","Wed Apr 29 10:52:12 UTC 2026","","login.spec.ts","",""
"","1812","remove 1 item from add 1 success","firefox","Wed Apr 29 10:51:42 UTC 2026","passed","Wed Apr 29 10:51:44 UTC 2026","","cart.spec.ts","",""
"","1040","Login fail and data incorrect","webkit","Wed Apr 29 10:52:10 UTC 2026","passed","Wed Apr 29 10:52:11 UTC 2026","","login.spec.ts","",""
"","910","Login succes and data correct","firefox","Wed Apr 29 10:51:52 UTC 2026","passed","Wed Apr 29 10:51:53 UTC 2026","","login.spec.ts","",""
"","611","remove 1 item from add 1 success","chromium","Wed Apr 29 10:51:35 UTC 2026","passed","Wed Apr 29 10:51:36 UTC 2026","","cart.spec.ts","",""
