"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2","remove 4 item from 4 cart success","mobile-safari","Wed Apr 29 10:20:50 UTC 2026","failed","Wed Apr 29 10:20:50 UTC 2026","","cart.spec.ts","",""
"","843","check out success","mobile-android","Wed Apr 29 10:21:09 UTC 2026","passed","Wed Apr 29 10:21:10 UTC 2026","","checkout.spec.ts","",""
"","432","has title","chromium","Wed Apr 29 10:20:10 UTC 2026","passed","Wed Apr 29 10:20:11 UTC 2026","","example.spec.ts","",""
"","580","get started link","chromium","Wed Apr 29 10:20:11 UTC 2026","passed","Wed Apr 29 10:20:11 UTC 2026","","example.spec.ts","",""
"","376","should fetch product list successfully","webkit","Wed Apr 29 10:20:28 UTC 2026","passed","Wed Apr 29 10:20:29 UTC 2026","API Testing","api-tests.spec.ts","",""
"","343","Should return 404","firefox","Wed Apr 29 10:20:15 UTC 2026","passed","Wed Apr 29 10:20:15 UTC 2026","API Testing","api-tests.spec.ts","",""
"","2","remove 1 item from add 1 success","mobile-safari","Wed Apr 29 10:20:48 UTC 2026","failed","Wed Apr 29 10:20:48 UTC 2026","","cart.spec.ts","",""
"","680","has title","mobile-android","Wed Apr 29 10:21:10 UTC 2026","passed","Wed Apr 29 10:21:10 UTC 2026","","example.spec.ts","",""
"","527","Login fail and data incorrect","chromium","Wed Apr 29 10:20:13 UTC 2026","passed","Wed Apr 29 10:20:14 UTC 2026","","login.spec.ts","",""
"","849","Login fail and data incorrect","firefox","Wed Apr 29 10:20:26 UTC 2026","passed","Wed Apr 29 10:20:26 UTC 2026","","login.spec.ts","",""
"","3232","remove 1 item from add 1 success","webkit","Wed Apr 29 10:20:29 UTC 2026","passed","Wed Apr 29 10:20:32 UTC 2026","","cart.spec.ts","",""
"","1111","remove 4 item from 4 cart success","mobile-android","Wed Apr 29 10:21:08 UTC 2026","passed","Wed Apr 29 10:21:09 UTC 2026","","cart.spec.ts","",""
"","2","Login fail and data loked","mobile-safari","Wed Apr 29 10:21:05 UTC 2026","failed","Wed Apr 29 10:21:05 UTC 2026","","login.spec.ts","",""
"","1039","Login fail and data incorrect","webkit","Wed Apr 29 10:20:43 UTC 2026","passed","Wed Apr 29 10:20:44 UTC 2026","","login.spec.ts","",""
"","818","check out success","chromium","Wed Apr 29 10:20:09 UTC 2026","passed","Wed Apr 29 10:20:10 UTC 2026","","checkout.spec.ts","",""
"","734","add multiple items success","chromium","Wed Apr 29 10:20:12 UTC 2026","passed","Wed Apr 29 10:20:12 UTC 2026","","inventory.spec.ts","",""
"","580","Login succes and data correct","chromium","Wed Apr 29 10:20:12 UTC 2026","passed","Wed Apr 29 10:20:13 UTC 2026","","login.spec.ts","",""
"","2","has title","mobile-safari","Wed Apr 29 10:20:54 UTC 2026","failed","Wed Apr 29 10:20:54 UTC 2026","","example.spec.ts","",""
"","2","add multiple items success","mobile-safari","Wed Apr 29 10:21:00 UTC 2026","failed","Wed Apr 29 10:21:00 UTC 2026","","inventory.spec.ts","",""
"","512","add item once success","chromium","Wed Apr 29 10:20:11 UTC 2026","passed","Wed Apr 29 10:20:12 UTC 2026","","inventory.spec.ts","",""
"","1045","Login fail and data loked","webkit","Wed Apr 29 10:20:44 UTC 2026","passed","Wed Apr 29 10:20:45 UTC 2026","","login.spec.ts","",""
"","1064","add item once success","firefox","Wed Apr 29 10:20:22 UTC 2026","passed","Wed Apr 29 10:20:23 UTC 2026","","inventory.spec.ts","",""
"","651","add item once success","mobile-android","Wed Apr 29 10:21:11 UTC 2026","passed","Wed Apr 29 10:21:12 UTC 2026","","inventory.spec.ts","",""
"","341","Should return 404","webkit","Wed Apr 29 10:20:29 UTC 2026","passed","Wed Apr 29 10:20:29 UTC 2026","API Testing","api-tests.spec.ts","",""
"","502","Login fail and data loked","chromium","Wed Apr 29 10:20:14 UTC 2026","passed","Wed Apr 29 10:20:14 UTC 2026","","login.spec.ts","",""
"","2","check out success","mobile-safari","Wed Apr 29 10:20:52 UTC 2026","failed","Wed Apr 29 10:20:52 UTC 2026","","checkout.spec.ts","",""
